Supplier Invoice,Supplier Invoice Total Amount ,Invoice Date,Status,Accounting Date for Supplier Invoice,Supplier Name,Payment Status,Beginning Payment Date,Payment Amount,Discount Taken,Payment Type,CF CCD LRV Payment Reconciliation Status SID,Bank Cleared Date,Invoice Amount,Due Date,Purchase Orders,Extended Amount,Cost Center
SI-00678606,284438.88,1/5/2024,Approved,1/5/2024,US MOTELS DENVER NORTH INC,Paid,2/2/2024,284438.88,0,ACH,Reconciled,2/5/2024,284438.88,2/4/2024,PO-00102444,284438.88,CDBG Administration
SI-00609102,376178.88,1/5/2024,Approved,1/5/2024,US MOTELS DENVER NORTH INC,Paid,2/2/2024,376178.88,0,ACH,Reconciled,2/5/2024,376178.88,2/4/2024,PO-00163466,376178.88,CDBG Administration
SI-00608143,6229.63,1/5/2024,Approved,1/5/2024,DRY BOX INC,Paid,2/2/2024,6229.63,0,Check,Reconciled,2/9/2024,6229.63,2/4/2024,PO-00190360,6229.63,CDBG Administration
SI-00635195,101195.56,1/8/2024,Approved,1/8/2024,JBK HOTELS LLC,Paid,2/6/2024,101195.56,0,ACH,Reconciled,2/7/2024,101195.56,2/6/2024,PO-00153371,2530.2,Real Estate Management
SI-00635195,101195.56,1/8/2024,Approved,1/8/2024,JBK HOTELS LLC,Paid,2/6/2024,,,,Reconciled,2/7/2024,101195.56,2/6/2024,PO-00153371,98665.36,CDBG Administration
SI-00640436,2064.57,1/8/2024,Approved,1/8/2024,SAINT FRANCIS CENTER,Paid,2/7/2024,2064.57,0,ACH,Reconciled,2/8/2024,2064.57,2/7/2024,PO-00147542,2064.57,CDBG Administration
SI-00693046,1593.66,1/8/2024,Approved,1/8/2024,SAINT FRANCIS CENTER,Paid,2/7/2024,1593.66,0,ACH,Reconciled,2/8/2024,1593.66,2/7/2024,PO-00147542,1593.66,CDBG Administration
SI-00679314,11836.92,1/9/2024,Approved,1/9/2024,JBK HOTELS LLC,Paid,2/6/2024,11836.92,0,ACH,Reconciled,2/7/2024,11836.92,2/6/2024,PO-00153371,11836.92,CDBG Administration
SI-00641877,1704.97,1/10/2024,Approved,2/1/2024,US MOTELS DENVER NORTH INC,Paid,3/5/2024,1704.97,0,ACH,Unreconciled,,1704.97,2/9/2024,PO-00179385,1704.97,CDBG Administration
SI-00635684,316737.24,1/10/2024,Approved,1/10/2024,US MOTELS DENVER NORTH INC,Paid,2/9/2024,316737.24,0,ACH,Reconciled,2/12/2024,316737.24,2/9/2024,PO-00179385,316737.24,CDBG Administration
SI-00616652,447879.43,1/10/2024,Approved,1/10/2024,US MOTELS DENVER NORTH INC,Paid,2/9/2024,447879.43,0,ACH,Reconciled,2/12/2024,447879.43,2/9/2024,PO-00163466,447879.43,CDBG Administration
SI-00679363,7957.04,1/10/2024,Approved,1/10/2024,JBK HOTELS LLC,Paid,2/6/2024,7957.04,0,ACH,Reconciled,2/7/2024,7957.04,2/6/2024,PO-00153371,7957.04,CDBG Administration
SI-00632521,11229.92,1/10/2024,Approved,1/10/2024,FACILITY SOLUTIONS GROUP FSG,Paid,2/1/2024,11229.92,0,ACH,Reconciled,2/2/2024,11229.92,1/10/2024,PO-00191637,11229.92,CDBG Administration
SI-00664558,32186.79,1/10/2024,Approved,1/10/2024,US MOTELS DENVER NORTH INC,Paid,2/9/2024,32186.79,0,ACH,Reconciled,2/12/2024,32186.79,2/9/2024,PO-00164279,4794.11,CDBG Administration
SI-00664558,32186.79,1/10/2024,Approved,1/10/2024,US MOTELS DENVER NORTH INC,Paid,2/9/2024,,,,Reconciled,2/12/2024,32186.79,2/9/2024,PO-00164279,27392.68,CDBG Administration
SI-00689991,5069.8,1/10/2024,Approved,1/10/2024,JBK HOTELS LLC,Paid,2/9/2024,5069.8,0,ACH,Reconciled,2/12/2024,5069.8,2/9/2024,PO-00131634,5069.8,CDBG Administration
SI-00617323,37425.86,1/10/2024,Approved,1/10/2024,NEWMARK PARTNERS LP,Paid,2/9/2024,37425.86,0,ACH,Reconciled,2/12/2024,37425.86,2/9/2024,PO-00103605,37425.86,CDBG Administration
SI-00678420,113104.61,1/11/2024,Approved,1/11/2024,FACILITY SOLUTIONS GROUP FSG,Paid,1/25/2024,108359.26,0,ACH,Reconciled,1/26/2024,113104.61,1/11/2024,PO-00119905,113104.61,Homelessness Resolution
SI-00681507,78505,1/12/2024,Approved,1/12/2024,OZ ARCHITECTURE INC,Paid,2/9/2024,78505,0,ACH,Reconciled,2/12/2024,78505,2/11/2024,PO-00152802,78505,CDBG Administration
SI-00663675,11217.52,1/12/2024,Approved,1/12/2024,HANDPRINT ARCHITECTURE INC,Paid,2/9/2024,11217.52,0,ACH,Reconciled,2/12/2024,11217.52,2/11/2024,PO-00141571,11217.52,CDBG Administration
SI-00694193,539.82,1/12/2024,Approved,1/12/2024,LAND TITLE GUARANTEE CO,Paid,2/9/2024,539.82,0,ACH,Reconciled,2/12/2024,539.82,2/11/2024,PO-00105564,539.82,CDBG Administration
SI-00695875,12610,1/12/2024,Approved,1/12/2024,OZ ARCHITECTURE INC,Paid,2/9/2024,12610,0,ACH,Reconciled,2/12/2024,12610,2/11/2024,PO-00152802,12610,CDBG Administration
SI-00623007,85890,1/12/2024,Approved,1/12/2024,OZ ARCHITECTURE INC,Paid,2/9/2024,85890,0,ACH,Reconciled,2/12/2024,85890,2/11/2024,PO-00152802,14655,CDBG Administration
SI-00623007,85890,1/12/2024,Approved,1/12/2024,OZ ARCHITECTURE INC,Paid,2/9/2024,,,,Reconciled,2/12/2024,85890,2/11/2024,PO-00152802,71235,CDBG Administration
SI-00678328,24000,1/12/2024,Approved,1/12/2024,FACILITY SOLUTIONS GROUP FSG,Paid,1/25/2024,24000,0,ACH,Reconciled,1/26/2024,24000,1/12/2024,PO-00127696,24000,CDBG Administration
SI-00624882,99120,1/12/2024,Approved,1/12/2024,FACILITY SOLUTIONS GROUP FSG,Paid,1/25/2024,99120,0,ACH,Reconciled,1/26/2024,99120,1/12/2024,PO-00127696,99120,CDBG Administration
SI-00615518,143637.47,1/12/2024,Approved,1/12/2024,HANDPRINT ARCHITECTURE INC,Paid,2/9/2024,143637.47,0,ACH,Reconciled,2/12/2024,143637.47,2/11/2024,PO-00128621,143637.47,CDBG Administration
SI-00668465,4499.33,1/15/2024,Approved,2/1/2024,DRY BOX INC,Paid,2/16/2024,4499.33,0,Check,Reconciled,2/28/2024,4499.33,2/14/2024,PO-00169385,4499.33,CDBG Administration
SI-00688927,7852.81,1/15/2024,Approved,1/15/2024,SAINT FRANCIS CENTER,Paid,2/14/2024,7852.81,0,ACH,Reconciled,2/15/2024,7852.81,2/14/2024,PO-00153135,7852.81,CDBG Administration
SI-00686881,3520,1/15/2024,Approved,1/15/2024,B2B SOLUTIONS LLC,Paid,2/14/2024,3520,0,ACH,Reconciled,2/15/2024,3520,2/14/2024,PO-00128507,3520,CDBG Administration
SI-00626229,3520,1/15/2024,Approved,1/15/2024,B2B SOLUTIONS LLC,Paid,2/14/2024,3520,0,ACH,Reconciled,2/15/2024,3520,2/14/2024,PO-00128507,3520,CDBG Administration
SI-00601480,1760,1/15/2024,Approved,1/15/2024,B2B SOLUTIONS LLC,Paid,2/14/2024,1760,0,ACH,Reconciled,2/15/2024,1760,2/14/2024,PO-00128507,1760,CDBG Administration
SI-00645138,1760,1/15/2024,Approved,1/15/2024,B2B SOLUTIONS LLC,Paid,2/14/2024,1760,0,ACH,Reconciled,2/15/2024,1760,2/14/2024,PO-00128507,1760,CDBG Administration
SI-00600419,10093.57,1/15/2024,Approved,1/15/2024,B2B SOLUTIONS LLC,Paid,2/14/2024,10093.57,0,ACH,Reconciled,2/15/2024,10093.57,2/14/2024,PO-00128507,10093.57,CDBG Administration
SI-00687214,3916.85,1/15/2024,Approved,1/15/2024,DRY BOX INC,Paid,2/14/2024,3916.85,0,Check,Reconciled,2/21/2024,3916.85,2/14/2024,PO-00165518,3916.85,CDBG Administration
SI-00607285,9170.67,1/16/2024,Approved,2/1/2024,SECURITAS SECURITY SERVICES USA INC,Paid,2/22/2024,9170.67,0,ACH,Reconciled,2/23/2024,9170.67,2/15/2024,PO-00159213,9170.67,CDBG Administration
SI-00620650,141857.03,1/16/2024,Approved,2/1/2024,DRY BOX INC,Paid,2/15/2024,141857.03,0,Check,Reconciled,2/21/2024,141857.03,2/15/2024,PO-00122926,141857.03,CDBG Administration
SI-00629843,99256.45,1/16/2024,Approved,2/1/2024,BUSCO INC,Paid,2/15/2024,99256.45,0,ACH,Reconciled,2/16/2024,99256.45,2/15/2024,PO-00139256,99256.45,CDBG Administration
SI-00650926,91987.37,1/16/2024,Approved,1/16/2024,COLORADO VILLAGE COLLABORATIVE,Paid,2/7/2024,91987.37,0,ACH,Reconciled,2/8/2024,91987.37,2/7/2024,PO-00152675,91987.37,CDBG Administration
SI-00607947,863.42,1/16/2024,Approved,1/16/2024,OAK ENVIRONMENTAL LLC,Paid,2/15/2024,863.42,0,ACH,Reconciled,2/16/2024,863.42,2/15/2024,PO-00131841,863.42,CDBG Administration
SI-00678476,360408.64,1/17/2024,Approved,1/17/2024,US MOTELS DENVER NORTH INC,Paid,2/16/2024,360408.64,0,ACH,Reconciled,2/20/2024,360408.64,2/16/2024,PO-00102444,360408.64,CDBG Administration
SI-00620731,178517.17,1/17/2024,Approved,1/17/2024,US MOTELS DENVER NORTH INC,Paid,2/16/2024,178517.17,0,ACH,Reconciled,2/20/2024,178517.17,2/16/2024,PO-00166874,178517.17,CDBG Administration
SI-00683888,123678.16,1/17/2024,Approved,1/17/2024,US MOTELS DENVER NORTH INC,Paid,2/16/2024,123678.16,0,ACH,Reconciled,2/20/2024,123678.16,2/16/2024,PO-00102444,123678.16,CDBG Administration
SI-00628842,257071.53,1/18/2024,Approved,2/1/2024,US MOTELS DENVER NORTH INC,Paid,2/16/2024,257071.53,0,ACH,Reconciled,2/20/2024,257071.53,2/17/2024,PO-00179385,257071.53,CDBG Administration
SI-00636546,110512.44,1/18/2024,Approved,1/18/2024,HANDPRINT ARCHITECTURE INC,Paid,2/16/2024,110512.44,0,ACH,Reconciled,2/20/2024,110512.44,2/17/2024,PO-00128621,110512.44,CDBG Administration
SI-00683189,26270.73,1/18/2024,Approved,1/18/2024,HANDPRINT ARCHITECTURE INC,Paid,2/16/2024,26270.73,0,ACH,Reconciled,2/20/2024,26270.73,2/17/2024,PO-00128621,26270.73,CDBG Administration
SI-00685384,39137.91,1/18/2024,Approved,1/18/2024,HANDPRINT ARCHITECTURE INC,Paid,2/16/2024,39137.91,0,ACH,Reconciled,2/20/2024,39137.91,2/17/2024,PO-00128621,39137.91,CDBG Administration
SI-00638052,201810.68,1/18/2024,Approved,1/18/2024,BUSCO INC,Paid,2/16/2024,201810.68,0,ACH,Reconciled,2/20/2024,201810.68,2/17/2024,PO-00120415,201810.68,CDBG Administration
SI-00602814,560.99,1/18/2024,Approved,1/18/2024,NEWMARK PARTNERS LP,Paid,2/16/2024,560.99,0,ACH,Reconciled,2/20/2024,560.99,2/17/2024,PO-00193031,560.99,CDBG Administration
SI-00624705,26934.35,1/18/2024,Approved,1/18/2024,COLORADO VILLAGE COLLABORATIVE,Paid,2/1/2024,26934.35,0,ACH,Reconciled,2/2/2024,26934.35,2/1/2024,PO-00143259,26934.35,CDBG Administration
SI-00605922,15898.55,1/18/2024,Approved,1/18/2024,QUEBEC HOSPITALITY LLC,Paid,2/16/2024,15898.55,0,Check,Reconciled,3/5/2024,15898.55,2/17/2024,PO-00165678,15898.55,CDBG Administration
SI-00674913,84142.72,1/19/2024,Approved,2/1/2024,HANDPRINT ARCHITECTURE INC,Paid,2/16/2024,84142.72,0,ACH,Reconciled,2/20/2024,84142.72,2/18/2024,PO-00128621,30073.69,CDBG Administration
SI-00674913,84142.72,1/19/2024,Approved,2/1/2024,HANDPRINT ARCHITECTURE INC,Paid,2/16/2024,,,,Reconciled,2/20/2024,84142.72,2/18/2024,PO-00128621,54069.03,CDBG Administration
SI-00670187,28830,1/19/2024,Approved,2/1/2024,THE FAX EAST COLFAX REDEVELOPMENT LLC,Paid,2/16/2024,28830,0,ACH,Reconciled,2/20/2024,28830,2/18/2024,PO-00130970,28830,CDBG Administration
SI-00618212,2232,1/19/2024,Approved,2/1/2024,THE FAX EAST COLFAX REDEVELOPMENT LLC,Paid,2/16/2024,2232,0,ACH,Reconciled,2/20/2024,2232,2/18/2024,PO-00130970,2232,CDBG Administration
SI-00689984,59983.52,1/19/2024,Approved,1/19/2024,HANDPRINT ARCHITECTURE INC,Paid,2/16/2024,59983.52,0,ACH,Reconciled,2/20/2024,59983.52,2/18/2024,PO-00128621,59983.52,CDBG Administration
SI-00689156,56258.58,1/19/2024,Approved,1/19/2024,HANDPRINT ARCHITECTURE INC,Paid,2/16/2024,56258.58,0,ACH,Reconciled,2/20/2024,56258.58,2/18/2024,PO-00128621,56258.58,CDBG Administration
SI-00645466,181905,1/19/2024,Approved,1/19/2024,FACILITY SOLUTIONS GROUP FSG,Paid,1/31/2024,181905,0,ACH,Reconciled,2/1/2024,181905,1/19/2024,PO-00173351,181905,Early Intervention Team
SI-00676742,11309.13,1/22/2024,Approved,2/1/2024,JBK HOTELS LLC,Paid,2/26/2024,11309.13,0,ACH,Unreconciled,,11309.13,2/21/2024,PO-00131634,11309.13,CDBG Administration
SI-00616964,9225,1/24/2024,Approved,2/1/2024,METROPOLITAN DENVER HOMELESS INITIATIVE,Paid,2/23/2024,9225,0,Check,Reconciled,2/29/2024,9225,2/23/2024,PO-00122392,9225,CDBG Administration
SI-00634467,6432.38,1/25/2024,Approved,2/1/2024,FACILITY SOLUTIONS GROUP FSG,Paid,3/6/2024,6432.38,0,ACH,Unreconciled,,6432.38,1/25/2024,PO-00191637,6432.38,CDBG Administration
SI-00690134,10340.15,1/25/2024,Approved,2/1/2024,SAFEWARE INC,Paid,3/1/2024,10340.15,0,ACH,Unreconciled,,10340.15,2/24/2024,PO-00100636,10340.15,CDBG Administration
SI-00662332,139407.44,1/25/2024,Approved,2/1/2024,BUSCO INC,Paid,2/28/2024,139407.44,0,ACH,Unreconciled,,139407.44,2/24/2024,PO-00156759,139407.44,CDBG Administration
SI-00689873,81335.25,1/25/2024,Approved,2/1/2024,JBK HOTELS LLC,Paid,2/27/2024,81335.25,0,ACH,Unreconciled,,81335.25,2/24/2024,PO-00153371,81335.25,CDBG Administration
SI-00622199,81685.35,1/25/2024,Approved,2/1/2024,JBK HOTELS LLC,Paid,2/27/2024,81685.35,0,ACH,Unreconciled,,81685.35,2/24/2024,PO-00153371,81685.35,CDBG Administration
SI-00654173,8293,1/25/2024,Approved,2/1/2024,DRY BOX INC,Paid,2/26/2024,8293,0,Check,Reconciled,3/1/2024,8293,2/24/2024,PO-00122926,8293,CDBG Administration
SI-00643034,6752.33,1/25/2024,Approved,2/1/2024,SAFEWARE INC,Paid,2/23/2024,6752.33,0,ACH,Unreconciled,,6752.33,2/24/2024,PO-00131332,6752.33,CDBG Administration
SI-00617707,12960.1,1/25/2024,Approved,2/1/2024,SAFEWARE INC,Paid,2/23/2024,12960.1,0,ACH,Unreconciled,,12960.1,2/24/2024,PO-00136239,12960.1,CDBG Administration
SI-00672993,70734.96,1/26/2024,Approved,1/26/2024,COLORADO VILLAGE COLLABORATIVE,Paid,2/2/2024,70734.96,0,ACH,Reconciled,2/5/2024,70734.96,2/1/2024,PO-00106768,70734.96,CDBG Administration
SI-00644344,46282.25,1/29/2024,Approved,2/1/2024,SECURITAS SECURITY SERVICES USA INC,Paid,2/28/2024,46282.25,0,ACH,Unreconciled,,46282.25,2/28/2024,PO-00198057,46282.25,CDBG Administration
SI-00683216,328598.01,1/30/2024,Approved,2/1/2024,SECURITAS SECURITY SERVICES USA INC,Paid,3/1/2024,328598.01,0,ACH,Unreconciled,,328598.01,2/29/2024,PO-00174441,328598.01,CDBG Administration
SI-00649291,687908.41,1/30/2024,Approved,2/1/2024,SECURITAS SECURITY SERVICES USA INC,Paid,3/1/2024,687908.41,0,ACH,Unreconciled,,687908.41,2/29/2024,PO-00199489,687908.41,CDBG Administration
SI-00618176,1604.3,1/30/2024,Approved,2/1/2024,US MOTELS DENVER NORTH INC,Paid,2/29/2024,1604.3,0,ACH,Unreconciled,,1604.3,2/29/2024,PO-00163466,1604.3,CDBG Administration
SI-00684541,12069.04,1/30/2024,Approved,2/1/2024,HANDPRINT ARCHITECTURE INC,Paid,2/29/2024,12069.04,0,ACH,Unreconciled,,12069.04,2/29/2024,PO-00128621,12069.04,CDBG Administration
SI-00640428,4213.4,1/30/2024,Approved,2/1/2024,HANDPRINT ARCHITECTURE INC,Paid,2/29/2024,4213.4,0,ACH,Unreconciled,,4213.4,2/29/2024,PO-00128621,4213.4,CDBG Administration
SI-00607215,6459.56,1/30/2024,Approved,1/30/2024,SECURITAS SECURITY SERVICES USA INC,Paid,2/29/2024,6459.56,0,ACH,Unreconciled,,6459.56,2/29/2024,PO-00174441,6459.56,CDBG Administration
SI-00624699,375,1/30/2024,Approved,1/30/2024,DENVER RESCUE MISSION,Paid,2/2/2024,375,0,Check,Reconciled,2/9/2024,375,2/2/2024,PO-00105635,375,CDBG Administration
SI-00682185,56885.51,1/31/2024,Approved,2/1/2024,HANDPRINT ARCHITECTURE INC,Paid,3/4/2024,56885.51,0,ACH,Unreconciled,,56885.51,3/1/2024,PO-00128621,56885.51,CDBG Administration
SI-00660609,21669.32,1/31/2024,Approved,2/1/2024,US MOTELS DENVER NORTH INC,Paid,3/1/2024,21669.32,0,ACH,Unreconciled,,21669.32,3/1/2024,PO-00164279,21669.32,CDBG Administration
SI-00605331,11903.88,1/31/2024,Approved,2/1/2024,US MOTELS DENVER NORTH INC,Paid,3/1/2024,11903.88,0,ACH,Unreconciled,,11903.88,3/1/2024,PO-00102444,11903.88,CDBG Administration
SI-00690486,32556.07,1/31/2024,Approved,2/1/2024,US MOTELS DENVER NORTH INC,Paid,3/1/2024,32556.07,0,ACH,Unreconciled,,32556.07,3/1/2024,PO-00166874,32556.07,CDBG Administration
SI-00601226,62510.37,1/31/2024,Approved,2/1/2024,HANDPRINT ARCHITECTURE INC,Paid,3/1/2024,62510.37,0,ACH,Unreconciled,,62510.37,3/1/2024,PO-00128621,62510.37,CDBG Administration
SI-00624142,22110.24,1/31/2024,Approved,2/1/2024,HANDPRINT ARCHITECTURE INC,Paid,3/1/2024,22110.24,0,ACH,Unreconciled,,22110.24,3/1/2024,PO-00128621,22110.24,CDBG Administration
SI-00632062,68842.15,1/31/2024,Approved,2/1/2024,HANDPRINT ARCHITECTURE INC,Paid,3/1/2024,68842.15,0,ACH,Unreconciled,,68842.15,3/1/2024,PO-00128621,68842.15,CDBG Administration
SI-00666185,31651.16,1/31/2024,Approved,2/1/2024,HANDPRINT ARCHITECTURE INC,Paid,3/1/2024,31651.16,0,ACH,Unreconciled,,31651.16,3/1/2024,PO-00128621,31651.16,CDBG Administration
SI-00678938,393981.42,1/31/2024,Approved,2/1/2024,FAMILY PROMISE OF GREATER DENVER,Paid,2/26/2024,374282.35,0,ACH,Unreconciled,,393981.42,1/31/2024,PO-00124409,393981.42,CDBG Administration
SI-00676678,6220.86,2/1/2024,Approved,2/1/2024,COLORADO VILLAGE COLLABORATIVE,Paid,3/1/2024,6220.86,0,ACH,Unreconciled,,6220.86,3/2/2024,PO-00106768,6220.86,CDBG Administration
SI-00655807,1284.68,2/1/2024,Approved,2/1/2024,COLORADO VILLAGE COLLABORATIVE,Paid,3/1/2024,1284.68,0,ACH,Unreconciled,,1284.68,3/2/2024,PO-00106768,1284.68,CDBG Administration
SI-00696461,250,2/1/2024,Approved,2/1/2024,DENVER RESCUE MISSION,Paid,2/2/2024,250,0,Check,Reconciled,2/9/2024,250,2/2/2024,PO-00105635,250,CDBG Administration
SI-00604363,1283.16,2/2/2024,Approved,2/2/2024,B2B SOLUTIONS LLC,Paid,3/5/2024,1283.16,0,ACH,Unreconciled,,1283.16,3/3/2024,PO-00140078,1283.16,CDBG Administration
SI-00697165,25726.23,2/2/2024,Approved,2/2/2024,BUSCO INC,Paid,3/1/2024,25726.23,0,ACH,Unreconciled,,25726.23,3/3/2024,PO-00139256,25726.23,CDBG Administration
SI-00671182,3115.03,2/2/2024,Approved,2/2/2024,SAFEWARE INC,Paid,3/1/2024,3115.03,0,ACH,Unreconciled,,3115.03,3/3/2024,PO-00136239,3115.03,CDBG Administration
SI-00642675,12743.62,2/2/2024,Approved,2/2/2024,SECURITAS SECURITY SERVICES USA INC,Paid,3/1/2024,12743.62,0,ACH,Unreconciled,,12743.62,3/3/2024,PO-00144929,12743.62,CDBG Administration
SI-00600781,1346.8,2/2/2024,Approved,2/2/2024,B2B SOLUTIONS LLC,Paid,3/1/2024,1346.8,0,ACH,Unreconciled,,1346.8,3/3/2024,PO-00140078,672,CDBG Administration
SI-00627796,4041.32,2/6/2024,Approved,2/6/2024,FACILITY SOLUTIONS GROUP FSG,Paid,3/4/2024,4041.32,0,ACH,Unreconciled,,4041.32,2/6/2024,PO-00127764,4041.32,CDBG Administration
SI-00608566,666.33,2/6/2024,Approved,2/6/2024,FACILITY SOLUTIONS GROUP FSG,Paid,2/27/2024,666.33,0,ACH,Unreconciled,,666.33,2/6/2024,PO-00127764,666.33,CDBG Administration
SI-00683309,285748.33,2/12/2024,Approved,2/12/2024,FACILITY SOLUTIONS GROUP FSG,Paid,3/4/2024,271601.28,0,ACH,Unreconciled,,285748.33,2/12/2024,PO-00119905,285748.33,Homelessness Resolution
SI-00691293,4518610,2/12/2024,Approved,2/12/2024,FACILITY SOLUTIONS GROUP FSG,Paid,2/27/2024,4518610,0,ACH,Unreconciled,,4518610,2/12/2024,PO-00173351,4518610,Early Intervention Team
SI-00659431,10062,2/13/2024,Approved,2/13/2024,THE DELORES PROJECT,Paid,3/5/2024,10062,0,Check,Unreconciled,,10062,3/4/2024,PO-00193398,1885,CDBG Administration
SI-00659431,10062,2/13/2024,Approved,2/13/2024,THE DELORES PROJECT,Paid,3/5/2024,,,,Unreconciled,,10062,3/4/2024,PO-00193398,8177,CDBG Administration
SI-00609508,4645986.95,2/16/2024,Approved,2/16/2024,NEWMARK PARTNERS LP,Paid,2/29/2024,4645986.95,0,ACH,Unreconciled,,4645986.95,2/16/2024,PO-00128692,4645986.95,Early Intervention Team
